귀소일자,지역명,현장소방서거리,현장안전센터거리,최대풍속,온도,습도,전체인력수합계,,,,,,,,,,,,,,
20180209,강원도 강릉시,26,21,7.5,-10,72,69,,,,,,,,,,,,,,
20130509,강원도 홍천군,84,44,3.8,15,55,69,,,,,,,,,,,,,,
20140529,강원도 강릉시,53,22,11.9,21,0,69,,,,,,,,,,,,,,
20190420,강원도 원주시,20,17,7.6,18,48,68,,,,,,,,,,,,,,
20110615,강원도 원주시,25,20,4.4,31,29,68,,,,,,,,,,,,,,
20170621,강원도 양양군,3,3,5.5,29,33,68,,,,,,,,,,,,,,
20160328,강원도 강릉시,22,4,5.3,13,0,68,,,,,,,,,,,,,,
20111231,강원도 원주시,6,4,6.1,-6,40,68,,,,,,,,,,,,,,
20110409,강원도 홍천군,50,15,6.7,19,14,68,,,,,,,,,,,,,,
20120205,강원도 양양군,40,4,8.6,6,29,68,,,,,,,,,,,,,,
20190707,강원도 횡성군,28,15,5.2,27,41,67,,,,,,,,,,,,,,
20150308,강원도 인제군,30,13,10.6,9,39,67,,,,,,,,,,,,,,
20200308,강원도 홍천군,9,9,7.9,18,20,67,,,,,,,,,,,,,,
20130518,강원도 양구군,15,12,3.8,16,71,67,,,,,,,,,,,,,,
20110405,강원도 홍천군,40,25,6.7,16,47,67,,,,,,,,,,,,,,
20210509,강원도 강릉시,12,2,9.1,19,22,67,,,,,,,,,,,,,,
20210509,강원도 원주시,12,1,9.1,18,22,67,,,,,,,,,,,,,,
20210426,강원도 양구군,4,4,5.3,21,23,67,,,,,,,,,,,,,,
20210426,강원도 강릉시,4,3,5.3,20,23,67,,,,,,,,,,,,,,
20120506,강원도 춘천시,19,12,7.2,19,15,67,,,,,,,,,,,,,,
20160126,강원도 횡성군,17,10,5.1,0,0,67,,,,,,,,,,,,,,
20200101,강원도 삼척시,4,4,8,6,34,67,,,,,,,,,,,,,,
20170429,강원도 평창군,18,18,7.2,19,16,66,,,,,,,,,,,,,,
20120809,강원도 원주시,23,20,9.3,20,97,66,,,,,,,,,,,,,,
20150609,강원도 정선군,26,11,6.9,29,0,66,,,,,,,,,,,,,,
20170601,강원도 춘천시,24,3,4.9,20,20,66,,,,,,,,,,,,,,
20160323,강원도 홍천군,20,8,5.3,13,38,66,,,,,,,,,,,,,,
20140119,강원도 원주시,22,3,5.8,-2,48,66,,,,,,,,,,,,,,
20160316,강원도 정선군,12,12,5.2,17,16,66,,,,,,,,,,,,,,
20170505,강원도 고성군,10,10,9.1,0,0,65,,,,,,,,,,,,,,
20120528,강원도 횡성군,7,7,8.9,22,55,65,,,,,,,,,,,,,,
20120116,강원도 철원군,13,13,9.8,0,0,65,,,,,,,,,,,,,,
20180729,강원도 횡성군,34,14,6.7,34,45,65,,,,,,,,,,,,,,
20120215,강원도 삼척시,85,25,6.6,5,18,65,,,,,,,,,,,,,,
20180731,강원도 철원군,40,23,5.2,36,36,65,,,,,,,,,,,,,,
20111129,강원도 춘천시,15,6,5.6,13,77,65,,,,,,,,,,,,,,
20170313,강원도 화천군,23,12,6.6,13,0,65,,,,,,,,,,,,,,
20151029,강원도 화천군,52,8,5.6,12,10,65,,,,,,,,,,,,,,
20200427,강원도 평창군,9,5,6,14,49,64,,,,,,,,,,,,,,
20160316,강원도 양양군,14,1,8.9,0,0,64,,,,,,,,,,,,,,
20210420,강원도 화천군,17,12,5.1,26,22,64,,,,,,,,,,,,,,
20210420,강원도 인제군,17,12,5.3,25,22,64,,,,,,,,,,,,,,
20170111,강원도 춘천시,11,9,6.9,1,23,64,,,,,,,,,,,,,,
20220119,강원도 철원군,34,7,6.4,0,83,64,,,,,,,,,,,,,,
20160315,강원도 강릉시,50,14,8.3,0,0,63,,,,,,,,,,,,,,
20110410,강원도 정선군,45,10,6.8,18,28,63,,,,,,,,,,,,,,
20220209,강원도 춘천시,12,11,8.1,-1,47,63,,,,,,,,,,,,,,
20171119,강원도 춘천시,25,24,6.2,1,15,63,,,,,,,,,,,,,,
20160131,강원도 고성군,60,23,8,0,0,63,,,,,,,,,,,,,,
20170501,강원도 강릉시,53,17,8.4,27,13,63,,,,,,,,,,,,,,
20141111,강원도 고성군,40,4,8.1,9,56,63,,,,,,,,,,,,,,
20220604,강원도 강릉시,34,6,5.2,20,63,63,,,,,,,,,,,,,,
20190625,강원도 인제군,16,16,7.4,30,54,62,,,,,,,,,,,,,,
20180422,강원도 인제군,28,15,8.7,25,0,62,,,,,,,,,,,,,,
20160402,강원도 춘천시,52,6,7.2,20,21,62,,,,,,,,,,,,,,
20170420,강원도 홍천군,10,6,8.1,15,51,62,,,,,,,,,,,,,,
20170413,강원도 홍천군,11,4,8.1,15,42,62,,,,,,,,,,,,,,
20150531,강원도 양구군,14,6,7.3,25,48,61,,,,,,,,,,,,,,
20170527,강원도 속초시,50,28,3.8,18,50,61,,,,,,,,,,,,,,
20201006,강원도 춘천시,30,21,8.1,18,41,61,,,,,,,,,,,,,,
20180623,강원도 원주시,27,23,8.6,29,41,61,,,,,,,,,,,,,,
20120228,강원도 춘천시,20,2,6.6,2,30,61,,,,,,,,,,,,,,
20201212,강원도 횡성군,27,11,4.7,5,30,61,,,,,,,,,,,,,,
20220412,강원도 홍천군,51,16,11.3,27,38,60,,,,,,,,,,,,,,
20180601,강원도 강릉시,10,5,8.6,29,24,60,,,,,,,,,,,,,,
20160226,강원도 횡성군,10,4,6.5,7,22,60,,,,,,,,,,,,,,
20210509,강원도 횡성군,16,8,9.1,20,26,60,,,,,,,,,,,,,,
20210509,강원도 춘천시,16,7,9.1,19,26,60,,,,,,,,,,,,,,
20120430,강원도 인제군,10,5,9.1,21,37,60,,,,,,,,,,,,,,
20150314,강원도 홍천군,59,15,8.1,7,29,60,,,,,,,,,,,,,,
20210219,강원도 철원군,12,2,9.2,11,31,60,,,,,,,,,,,,,,
20180119,강원도 삼척시,15,26,8,3,41,59,,,,,,,,,,,,,,
20180805,강원도 삼척시,10,10,10.3,35,48,59,,,,,,,,,,,,,,
20160129,강원도 강릉시,9,9,8.2,3,38,59,,,,,,,,,,,,,,
20111008,강원도 원주시,18,18,9.8,20,34,59,,,,,,,,,,,,,,
20160617,강원도 인제군,16,10,4.2,28,49,59,,,,,,,,,,,,,,
20150309,강원도 강릉시,10,7,8.1,8,21,59,,,,,,,,,,,,,,
20171229,강원도 강릉시,11,11,8.2,5,46,59,,,,,,,,,,,,,,
20120420,강원도 강릉시,25,13,8.8,22,33,58,,,,,,,,,,,,,,
20140425,강원도 양양군,50,5,6,18,0,58,,,,,,,,,,,,,,
20111007,강원도 고성군,18,18,8.1,21,31,58,,,,,,,,,,,,,,
20150329,강원도 강릉시,30,17,8.1,18,29,58,,,,,,,,,,,,,,
20140307,강원도 춘천시,21,9,8.3,5,23,58,,,,,,,,,,,,,,
20160329,강원도 태백시,12,12,6.4,17,37,58,,,,,,,,,,,,,,
20140302,강원도 인제군,19,9,8.3,8,28,58,,,,,,,,,,,,,,
20120528,강원도 원주시,23,13,7.2,15,82,58,,,,,,,,,,,,,,
20200319,강원도 평창군,18,10,7.1,14,44,58,,,,,,,,,,,,,,
20160620,강원도 원주시,10,10,4.8,29,36,58,,,,,,,,,,,,,,
20120219,강원도 원주시,51,42,4.8,-5,25,58,,,,,,,,,,,,,,
20220424,강원도 춘천시,5,7,7.9,23,39,58,,,,,,,,,,,,,,
20170623,강원도 횡성군,25,25,7.4,32,34,57,,,,,,,,,,,,,,
20180401,강원도 홍천군,18,13,8.7,20,57,57,,,,,,,,,,,,,,
20200430,강원도 동해시,32,17,7.1,24,43,57,,,,,,,,,,,,,,
20111115,강원도 철원군,23,13,9.2,10,23,57,,,,,,,,,,,,,,
20140113,강원도 양구군,47,16,6.2,0,0,56,,,,,,,,,,,,,,
20190516,강원도 속초시,56,7,5.6,23,46,56,,,,,,,,,,,,,,
20170412,강원도 강릉시,18,9,7.2,12,12,56,,,,,,,,,,,,,,
20141029,강원도 춘천시,47,18,5.9,17,46,56,,,,,,,,,,,,,,
20190710,강원도 평창군,28,23,6.8,14,94,56,,,,,,,,,,,,,,
20190506,강원도 홍천군,9,8,5.5,15,34,56,,,,,,,,,,,,,,
20120408,강원도 원주시,5,2,12.3,21,14,56,,,,,,,,,,,,,,
20130110,강원도 홍천군,6,5,5.5,-4,27,56,,,,,,,,,,,,,,
20220226,강원도 횡성군,23,18,5,-3,99,55,,,,,,,,,,,,,,
20170114,강원도 홍천군,11,11,5.9,-3,30,55,,,,,,,,,,,,,,
20160629,강원도 강릉시,36,9,5.1,30,52,55,,,,,,,,,,,,,,
20180421,강원도 춘천시,30,10,9.3,22,28,55,,,,,,,,,,,,,,
20160327,강원도 춘천시,56,11,11.3,12,16,55,,,,,,,,,,,,,,
20150622,강원도 강릉시,13,13,7.1,31,30,55,,,,,,,,,,,,,,
20120621,강원도 속초시,17,17,5.5,20,82,55,,,,,,,,,,,,,,
20150927,강원도 영월군,25,23,5.4,22,50,55,,,,,,,,,,,,,,
20150329,강원도 홍천군,6,4,8.2,16,39,55,,,,,,,,,,,,,,
20220424,강원도 원주시,33,9,9.5,20,53,54,,,,,,,,,,,,,,
20170604,강원도 횡성군,40,5,7.9,24,30,54,,,,,,,,,,,,,,
20160406,강원도 횡성군,42,6,6.6,0,0,54,,,,,,,,,,,,,,
20150319,강원도 고성군,55,10,6,20,30,54,,,,,,,,,,,,,,
20210417,강원도 인제군,10,10,6.6,9,62,54,,,,,,,,,,,,,,
20210417,강원도 강릉시,9,9,4.8,9,62,54,,,,,,,,,,,,,,
20110514,강원도 영월군,15,4,7.4,23,0,54,,,,,,,,,,,,,,
20210116,강원도 인제군,11,11,10.2,-2,69,54,,,,,,,,,,,,,,
20210116,강원도 양구군,11,11,10.2,-2,69,54,,,,,,,,,,,,,,
20130115,강원도 고성군,18,3,6.4,2,41,54,,,,,,,,,,,,,,
20121024,강원도 홍천군,26,2,8.1,13,60,54,,,,,,,,,,,,,,
20180104,강원도 영월군,7,1,8.4,-10,70,53,,,,,,,,,,,,,,
20120228,강원도 춘천시,39,22,8.2,6,52,53,,,,,,,,,,,,,,
20210425,강원도 화천군,42,9,7.6,13,41,53,,,,,,,,,,,,,,
20210417,강원도 춘천시,42,16,8.8,14,29,53,,,,,,,,,,,,,,
20210417,강원도 춘천시,42,16,6.7,13,29,53,,,,,,,,,,,,,,
20160521,강원도 강릉시,15,10,8.5,0,0,53,,,,,,,,,,,,,,
20160304,강원도 고성군,22,18,6.4,18,26,53,,,,,,,,,,,,,,
20140511,강원도 양구군,15,15,7.8,17,72,53,,,,,,,,,,,,,,
20201212,강원도 춘천시,24,11,4.7,3,42,53,,,,,,,,,,,,,,
20140303,강원도 횡성군,27,27,6.7,10,60,53,,,,,,,,,,,,,,
20140528,강원도 원주시,80,30,7.8,25,0,53,,,,,,,,,,,,,,
20110612,강원도 인제군,13,13,5.1,19,75,53,,,,,,,,,,,,,,
20180603,강원도 홍천군,15,12,8.6,22,50,52,,,,,,,,,,,,,,
20160920,강원도 홍천군,25,18,6.6,23,35,52,,,,,,,,,,,,,,
20210422,강원도 홍천군,14,7,7.8,26,31,52,,,,,,,,,,,,,,
20210422,강원도 춘천시,13,7,7.8,25,31,52,,,,,,,,,,,,,,
20120222,강원도 정선군,45,30,6.6,6,67,52,,,,,,,,,,,,,,
20140610,강원도 홍천군,8,8,5.4,23,68,52,,,,,,,,,,,,,,
20200410,강원도 고성군,12,12,9.5,4,75,52,,,,,,,,,,,,,,
20210421,강원도 정선군,30,30,7.8,26,17,52,,,,,,,,,,,,,,
20210421,강원도 홍천군,30,30,7.8,25,17,52,,,,,,,,,,,,,,
20140402,강원도 정선군,31,29,10.4,23,15,52,,,,,,,,,,,,,,
20220620,강원도 평창군,29,17,4.2,25,68,51,,,,,,,,,,,,,,
20200411,강원도 강릉시,15,3,6,15,32,51,,,,,,,,,,,,,,
20201010,강원도 정선군,33,3,8.6,18,56,51,,,,,,,,,,,,,,
20140310,강원도 영월군,13,13,8,5,21,51,,,,,,,,,,,,,,
20120530,강원도 영월군,8,8,11.8,15,87,51,,,,,,,,,,,,,,
20160312,강원도 영월군,7,3,6.4,5,56,51,,,,,,,,,,,,,,
20150617,강원도 철원군,43,43,6.9,30,43,51,,,,,,,,,,,,,,
20160606,강원도 정선군,10,10,4.2,27,32,51,,,,,,,,,,,,,,
20120508,강원도 철원군,75,33,6.4,21,52,51,,,,,,,,,,,,,,
20170429,강원도 횡성군,14,6,8.1,11,63,51,,,,,,,,,,,,,,
20220517,강원도 원주시,27,27,11.2,16,59,50,,,,,,,,,,,,,,
20141109,강원도 원주시,36,22,7.9,14,0,50,,,,,,,,,,,,,,
20220118,강원도 영월군,18,4,6.4,1,22,50,,,,,,,,,,,,,,
20120507,강원도 원주시,8,8,6.4,24,20,50,,,,,,,,,,,,,,
20131101,강원도 횡성군,52,20,3.6,16,69,50,,,,,,,,,,,,,,
20190524,강원도 고성군,6,6,8,31,28,50,,,,,,,,,,,,,,
20121014,강원도 화천군,9,3,8.1,20,51,50,,,,,,,,,,,,,,
20210607,강원도 양구군,22,7,6.5,25,62,50,,,,,,,,,,,,,,
20210607,강원도 삼척시,21,6,6.5,25,62,50,,,,,,,,,,,,,,
20190505,강원도 인제군,34,8,8.6,21,50,49,,,,,,,,,,,,,,
20160129,강원도 정선군,30,19,9.2,0,0,49,,,,,,,,,,,,,,
20200608,강원도 홍천군,59,59,7.9,32,45,49,,,,,,,,,,,,,,
20130506,강원도 고성군,6,6,3.8,8,78,49,,,,,,,,,,,,,,
20210330,강원도 강릉시,9,4,8.8,18,22,49,,,,,,,,,,,,,,
20120528,강원도 강릉시,16,16,7.2,25,75,49,,,,,,,,,,,,,,
20140505,강원도 춘천시,67,17,7.8,8,68,49,,,,,,,,,,,,,,
20181231,강원도 춘천시,13,13,8.7,2,11,49,,,,,,,,,,,,,,
20210608,강원도 정선군,26,0,7.9,19,78,48,,,,,,,,,,,,,,
20210608,강원도 양양군,26,0,7.3,18,78,48,,,,,,,,,,,,,,
20210112,강원도 강릉시,28,28,6.5,-8,59,48,,,,,,,,,,,,,,
20210112,강원도 횡성군,27,27,8.1,-7,59,48,,,,,,,,,,,,,,
20220110,강원도 화천군,47,2,8.4,2,25,48,,,,,,,,,,,,,,
20220104,강원도 홍천군,3,3,6.4,-3,70,48,,,,,,,,,,,,,,
20150607,강원도 춘천시,22,15,6.9,15,96,48,,,,,,,,,,,,,,
20110608,강원도 원주시,32,32,5.4,27,31,48,,,,,,,,,,,,,,
20130514,강원도 춘천시,49,14,5.5,17,39,47,,,,,,,,,,,,,,
20141115,강원도 화천군,40,9,4.9,-3,97,47,,,,,,,,,,,,,,
20150604,강원도 홍천군,35,18,6.9,27,29,47,,,,,,,,,,,,,,
20131204,강원도 강릉시,10,22,5.7,12,31,47,,,,,,,,,,,,,,
20200404,강원도 홍천군,12,6,10.6,2,81,46,,,,,,,,,,,,,,
20160404,강원도 원주시,33,8,6.7,16,50,46,,,,,,,,,,,,,,
20170509,강원도 원주시,17,13,6.3,13,63,46,,,,,,,,,,,,,,
20130401,강원도 횡성군,5,5,4.8,15,19,46,,,,,,,,,,,,,,
20160113,강원도 화천군,17,11,6.5,-3,0,46,,,,,,,,,,,,,,
20110226,강원도 영월군,8,2,5.3,14,23,46,,,,,,,,,,,,,,
20170423,강원도 양양군,8,4,8.1,0,0,46,,,,,,,,,,,,,,
20130508,강원도 철원군,10,4,6,24,32,46,,,,,,,,,,,,,,
20200623,강원도 철원군,12,9,8.9,20,83,46,,,,,,,,,,,,,,
20220424,강원도 평창군,17,2,7.9,24,39,46,,,,,,,,,,,,,,
20200122,강원도 홍천군,7,4,8,6,48,46,,,,,,,,,,,,,,
20190519,강원도 삼척시,13,11,8.4,22,63,46,,,,,,,,,,,,,,
20190309,강원도 횡성군,9,10,10.6,8,15,46,,,,,,,,,,,,,,
20161121,강원도 춘천시,10,7,7.3,7,60,46,,,,,,,,,,,,,,
20141029,강원도 원주시,51,6,3.9,10,46,45,,,,,,,,,,,,,,
20201011,강원도 영월군,16,16,5.2,8,94,45,,,,,,,,,,,,,,
20170508,강원도 영월군,11,11,5.2,19,51,45,,,,,,,,,,,,,,
20160120,강원도 영월군,10,9,8,-8,40,45,,,,,,,,,,,,,,
20111031,강원도 원주시,28,15,5.2,18,42,45,,,,,,,,,,,,,,
20111027,강원도 평창군,44,5,5.2,8,30,45,,,,,,,,,,,,,,
20190503,강원도 횡성군,8,4,8.4,20,24,45,,,,,,,,,,,,,,
20170410,강원도 화천군,23,6,7.6,15,20,44,,,,,,,,,,,,,,
20150505,강원도 철원군,36,6,11,17,29,44,,,,,,,,,,,,,,
20170521,강원도 평창군,5,4,8.4,28,40,44,,,,,,,,,,,,,,
20170311,강원도 원주시,9,7,6.6,8,25,44,,,,,,,,,,,,,,
20111017,강원도 철원군,73,17,5.2,14,19,44,,,,,,,,,,,,,,
20141025,강원도 강릉시,24,5,5.9,25,25,44,,,,,,,,,,,,,,
20150430,강원도 인제군,51,6,5.6,9,98,44,,,,,,,,,,,,,,
20170603,강원도 춘천시,26,24,8,19,63,44,,,,,,,,,,,,,,
20150311,강원도 철원군,2,2,8,5,14,44,,,,,,,,,,,,,,
20151015,강원도 춘천시,22,6,5.6,17,64,43,,,,,,,,,,,,,,
20140305,강원도 횡성군,32,32,8.3,0,0,43,,,,,,,,,,,,,,
20131029,강원도 원주시,19,19,3.2,16,55,43,,,,,,,,,,,,,,
20190509,강원도 원주시,39,5,5.5,18,35,43,,,,,,,,,,,,,,
20180207,강원도 홍천군,24,2,5,-11,48,43,,,,,,,,,,,,,,
20120519,강원도 춘천시,15,6,7.2,22,44,43,,,,,,,,,,,,,,
20170429,강원도 홍천군,13,12,7.2,24,25,42,,,,,,,,,,,,,,
20170429,강원도 철원군,16,10,7.2,23,12,42,,,,,,,,,,,,,,
20160317,강원도 철원군,11,10,6.4,14,0,42,,,,,,,,,,,,,,
20180623,강원도 홍천군,23,0,8.6,21,61,42,,,,,,,,,,,,,,
20210319,강원도 춘천시,11,3,6,16,33,42,,,,,,,,,,,,,,
20190531,강원도 춘천시,9,9,8,16,63,42,,,,,,,,,,,,,,
20170503,강원도 춘천시,8,8,8.4,28,17,42,,,,,,,,,,,,,,
20150105,강원도 홍천군,21,6,7.7,0,0,42,,,,,,,,,,,,,,
20150505,강원도 동해시,5,5,13.1,21,28,41,,,,,,,,,,,,,,
20120409,강원도 횡성군,60,28,7.8,17,29,41,,,,,,,,,,,,,,
20210210,강원도 춘천시,23,23,6.5,6,70,41,,,,,,,,,,,,,,
20210210,강원도 홍천군,23,23,7.9,6,70,41,,,,,,,,,,,,,,
20141028,강원도 홍천군,25,25,4.5,14,0,41,,,,,,,,,,,,,,
20120511,강원도 홍천군,20,5,6.9,11,92,41,,,,,,,,,,,,,,
20170410,강원도 홍천군,40,30,7.2,20,11,41,,,,,,,,,,,,,,
20151222,강원도 고성군,4,4,7.7,10,49,41,,,,,,,,,,,,,,
20120614,강원도 정선군,56,11,5.5,20,63,40,,,,,,,,,,,,,,
20180127,강원도 홍천군,25,0,8.4,-4,26,40,,,,,,,,,,,,,,
20170506,강원도 철원군,28,10,6.3,20,20,40,,,,,,,,,,,,,,
20160201,강원도 동해시,29,6,5.5,0,0,40,,,,,,,,,,,,,,
20150511,강원도 홍천군,22,3,7.5,22,53,40,,,,,,,,,,,,,,
20170506,강원도 횡성군,1,8,9.5,23,14,40,,,,,,,,,,,,,,
20140531,강원도 철원군,22,7,11.2,29,36,40,,,,,,,,,,,,,,
20130109,강원도 홍천군,9,7,5.5,-7,44,40,,,,,,,,,,,,,,
20130109,강원도 원주시,6,6,5.5,-7,44,40,,,,,,,,,,,,,,
20111214,강원도 원주시,20,6,5.3,2,61,39,,,,,,,,,,,,,,
20131201,강원도 영월군,8,4,5.7,7,38,39,,,,,,,,,,,,,,
20180418,강원도 강릉시,51,11,5.3,20,16,38,,,,,,,,,,,,,,
20201018,강원도 강릉시,16,16,5,18,42,38,,,,,,,,,,,,,,
20140410,강원도 고성군,1,7,6,20,23,38,,,,,,,,,,,,,,
20140327,강원도 홍천군,1,9,8.3,21,27,38,,,,,,,,,,,,,,
20160610,강원도 홍천군,32,14,4.8,30,29,38,,,,,,,,,,,,,,
20190709,강원도 인제군,28,0,6.8,19,62,38,,,,,,,,,,,,,,
20120529,강원도 인제군,35,10,7.2,18,80,38,,,,,,,,,,,,,,
20170410,강원도 동해시,67,26,7.2,20,24,38,,,,,,,,,,,,,,
20130104,강원도 동해시,7,2,5.9,-1,33,38,,,,,,,,,,,,,,
20160122,강원도 횡성군,11,7,8,-3,29,37,,,,,,,,,,,,,,
20210604,강원도 횡성군,3,3,4.1,26,29,37,,,,,,,,,,,,,,
20181217,강원도 철원군,22,15,8.7,0,72,37,,,,,,,,,,,,,,
20150314,강원도 홍천군,6,6,8,0,0,37,,,,,,,,,,,,,,
20110123,강원도 홍천군,9,9,9.2,-1,30,37,,,,,,,,,,,,,,
20120523,강원도 정선군,45,15,6.5,15,79,36,,,,,,,,,,,,,,
20121102,강원도 정선군,56,8,3.6,3,71,36,,,,,,,,,,,,,,
20131124,강원도 삼척시,30,25,3.7,-1,78,36,,,,,,,,,,,,,,
20180427,강원도 삼척시,7,6,13,9,77,36,,,,,,,,,,,,,,
20130422,강원도 홍천군,8,5,6,17,23,36,,,,,,,,,,,,,,
20160223,강원도 홍천군,49,9,5.4,-4,65,35,,,,,,,,,,,,,,
20170221,강원도 철원군,7,7,11.4,1,72,35,,,,,,,,,,,,,,
20190227,강원도 고성군,20,20,6.7,3,68,35,,,,,,,,,,,,,,
20111013,강원도 고성군,20,20,5.2,16,79,34,,,,,,,,,,,,,,
20170317,강원도 강릉시,13,15,6.6,13,35,34,,,,,,,,,,,,,,
20150526,강원도 강릉시,21,8,6.8,28,0,34,,,,,,,,,,,,,,
20210412,강원도 원주시,16,8,5.3,13,42,34,,,,,,,,,,,,,,
20160823,강원도 양양군,30,30,5.4,33,20,34,,,,,,,,,,,,,,
20210220,강원도 화천군,20,20,6.1,6,76,34,,,,,,,,,,,,,,
20131108,강원도 화천군,18,4,7.7,9,87,34,,,,,,,,,,,,,,
20160429,강원도 양양군,75,35,7.2,21,20,34,,,,,,,,,,,,,,
20180728,강원도 강릉시,8,8,9.3,29,84,34,,,,,,,,,,,,,,
20180621,강원도 양양군,30,10,6.5,22,46,34,,,,,,,,,,,,,,
20140101,강원도 강릉시,8,4,7.9,0,0,34,,,,,,,,,,,,,,
20121127,강원도 양양군,8,8,7.7,5,19,33,,,,,,,,,,,,,,
20210420,강원도 홍천군,7,6,5.3,14,53,33,,,,,,,,,,,,,,
20210312,강원도 양양군,18,24,8.8,7,62,33,,,,,,,,,,,,,,
20210312,강원도 화천군,18,24,8.8,7,62,33,,,,,,,,,,,,,,
20120527,강원도 춘천시,13,13,6.4,18,62,33,,,,,,,,,,,,,,
20160521,강원도 화천군,52,8,8.5,0,0,33,,,,,,,,,,,,,,
20151205,강원도 철원군,75,17,5.5,0,0,33,,,,,,,,,,,,,,
20120124,강원도 원주시,57,15,5.1,-6,23,33,,,,,,,,,,,,,,
20170212,강원도 정선군,11,7,10.9,2,47,32,,,,,,,,,,,,,,
20141029,강원도 정선군,36,23,8.3,19,23,32,,,,,,,,,,,,,,
20190509,강원도 화천군,21,28,8.8,20,31,32,,,,,,,,,,,,,,
20120527,강원도 화천군,35,35,6.1,21,68,32,,,,,,,,,,,,,,
20190313,강원도 홍천군,8,6,8.4,,9,32,,,,,,,,,,,,,,
20160126,강원도 홍천군,20,18,8,-15,74,32,,,,,,,,,,,,,,
20200429,강원도 영월군,33,27,7.1,21,29,32,,,,,,,,,,,,,,
20160520,강원도 영월군,12,9,7.5,29,20,32,,,,,,,,,,,,,,
20120327,강원도 영월군,5,5,10.9,11,9,32,,,,,,,,,,,,,,
20181208,강원도 영월군,18,4,8.7,-1,15,32,,,,,,,,,,,,,,
20130309,강원도 원주시,7,7,6,7,77,32,,,,,,,,,,,,,,
20120113,강원도 홍천군,18,3,7.4,5,37,32,,,,,,,,,,,,,,
20190604,강원도 홍천군,10,10,7.4,28,44,31,,,,,,,,,,,,,,
20190214,강원도 철원군,62,48,5.9,-3,0,31,,,,,,,,,,,,,,
20180411,강원도 삼척시,11,11,8.7,0,0,31,,,,,,,,,,,,,,
20210418,강원도 삼척시,16,16,5.3,13,30,31,,,,,,,,,,,,,,
20210418,강원도 양구군,16,16,5.3,12,30,31,,,,,,,,,,,,,,
20190225,강원도 양구군,4,4,6.6,8,38,31,,,,,,,,,,,,,,
20180329,강원도 정선군,17,6,9.3,17,61,30,,,,,,,,,,,,,,
20151206,강원도 정선군,2,1,7.7,6,64,30,,,,,,,,,,,,,,
20120127,강원도 횡성군,12,10,7.4,-4,56,30,,,,,,,,,,,,,,
20200703,강원도 화천군,5,3,6.3,27,36,29,,,,,,,,,,,,,,
20150614,강원도 원주시,43,7,5.4,18,0,29,,,,,,,,,,,,,,
20180318,강원도 양양군,40,6,8.9,11,46,29,,,,,,,,,,,,,,
20160522,강원도 정선군,12,9,8.5,31,24,29,,,,,,,,,,,,,,
20210219,강원도 홍천군,5,8,7.9,7,32,29,,,,,,,,,,,,,,
20170423,강원도 홍천군,6,6,7.8,5,45,28,,,,,,,,,,,,,,
20210421,강원도 평창군,5,5,6.6,27,9,28,,,,,,,,,,,,,,
20210421,강원도 평창군,5,5,7.8,27,9,28,,,,,,,,,,,,,,
20160604,강원도 정선군,23,10,6.5,0,0,28,,,,,,,,,,,,,,
20151022,강원도 정선군,30,11,6.9,16,59,28,,,,,,,,,,,,,,
20120506,강원도 횡성군,23,23,8.3,24,12,28,,,,,,,,,,,,,,
20210220,강원도 횡성군,19,11,7.9,9,34,28,,,,,,,,,,,,,,
20210421,강원도 홍천군,22,4,5.3,28,20,28,,,,,,,,,,,,,,
20121021,강원도 홍천군,17,8,6.7,21,52,28,,,,,,,,,,,,,,
20160401,강원도 원주시,52,6,7.2,0,0,28,,,,,,,,,,,,,,
20110620,강원도 원주시,50,10,4.4,23,70,28,,,,,,,,,,,,,,
20180207,강원도 평창군,7,7,12.2,-4,21,28,,,,,,,,,,,,,,
20150309,강원도 양구군,17,17,7.9,9,49,27,,,,,,,,,,,,,,
20131124,강원도 평창군,43,6,6.3,8,43,27,,,,,,,,,,,,,,
20160123,강원도 양구군,20,12,8,-11,28,27,,,,,,,,,,,,,,
20150102,강원도 원주시,18,5,5.8,0,0,27,,,,,,,,,,,,,,
20120308,강원도 화천군,25,5,9.3,6,40,27,,,,,,,,,,,,,,
20160402,강원도 화천군,52,6,7.2,0,0,27,,,,,,,,,,,,,,
20120530,강원도 철원군,60,10,6.4,17,78,27,,,,,,,,,,,,,,
20140101,강원도 철원군,5,3,7.9,4,24,27,,,,,,,,,,,,,,
20191220,강원도 원주시,8,8,8.2,1,32,26,,,,,,,,,,,,,,
20120427,강원도 원주시,0,45,8.8,19,38,26,,,,,,,,,,,,,,
20210420,강원도 평창군,5,3,5.3,21,28,26,,,,,,,,,,,,,,
20150929,강원도 원주시,25,15,5.2,28,39,26,,,,,,,,,,,,,,
20120430,강원도 원주시,13,6,9.1,18,59,26,,,,,,,,,,,,,,
20171120,강원도 인제군,5,6,9.6,1,27,26,,,,,,,,,,,,,,
20140315,강원도 인제군,7,1,7.9,11,25,26,,,,,,,,,,,,,,
20131120,강원도 삼척시,4,3,6.5,5,30,26,,,,,,,,,,,,,,
20130507,강원도 삼척시,9,4,5,17,56,26,,,,,,,,,,,,,,
20210401,강원도 인제군,25,13,10.6,15,31,25,,,,,,,,,,,,,,
20220306,강원도 인제군,17,17,5.8,4,16,25,,,,,,,,,,,,,,
20130504,강원도 삼척시,47,8,11.9,15,36,25,,,,,,,,,,,,,,
